areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
overview,United Kingdom,K02000001,2020-04-29,817,38215
overview,United Kingdom,K02000001,2020-04-28,801,37398
overview,United Kingdom,K02000001,2020-04-27,866,36597
overview,United Kingdom,K02000001,2020-04-26,894,35731
overview,United Kingdom,K02000001,2020-04-25,919,34837
overview,United Kingdom,K02000001,2020-04-24,1005,33918
overview,United Kingdom,K02000001,2020-04-23,1038,32913
overview,United Kingdom,K02000001,2020-04-22,1102,31875
overview,United Kingdom,K02000001,2020-04-21,1085,30773
overview,United Kingdom,K02000001,2020-04-20,1160,29688
overview,United Kingdom,K02000001,2020-04-19,1122,28528
overview,United Kingdom,K02000001,2020-04-18,1189,27406
overview,United Kingdom,K02000001,2020-04-17,1272,26217
overview,United Kingdom,K02000001,2020-04-16,1322,24945
overview,United Kingdom,K02000001,2020-04-15,1276,23623
overview,United Kingdom,K02000001,2020-04-14,1254,22347
overview,United Kingdom,K02000001,2020-04-13,1232,21093
overview,United Kingdom,K02000001,2020-04-12,1378,19861
overview,United Kingdom,K02000001,2020-04-11,1365,18483
overview,United Kingdom,K02000001,2020-04-10,1319,17118
overview,United Kingdom,K02000001,2020-04-09,1375,15799
overview,United Kingdom,K02000001,2020-04-08,1461,14424
overview,United Kingdom,K02000001,2020-04-07,1293,12963
overview,United Kingdom,K02000001,2020-04-06,1170,11670
overview,United Kingdom,K02000001,2020-04-05,1220,10500
overview,United Kingdom,K02000001,2020-04-04,1147,9280
overview,United Kingdom,K02000001,2020-04-03,1061,8133
overview,United Kingdom,K02000001,2020-04-02,1007,7072
overview,United Kingdom,K02000001,2020-04-01,924,6065
overview,United Kingdom,K02000001,2020-03-31,831,5141
overview,United Kingdom,K02000001,2020-03-30,711,4310
overview,United Kingdom,K02000001,2020-03-29,586,3599
overview,United Kingdom,K02000001,2020-03-28,516,3013
overview,United Kingdom,K02000001,2020-03-27,463,2497
overview,United Kingdom,K02000001,2020-03-26,413,2034
overview,United Kingdom,K02000001,2020-03-25,337,1621
overview,United Kingdom,K02000001,2020-03-24,263,1284
overview,United Kingdom,K02000001,2020-03-23,208,1021
overview,United Kingdom,K02000001,2020-03-22,183,813
overview,United Kingdom,K02000001,2020-03-21,144,630
overview,United Kingdom,K02000001,2020-03-20,118,486
overview,United Kingdom,K02000001,2020-03-19,79,368
overview,United Kingdom,K02000001,2020-03-18,73,289
overview,United Kingdom,K02000001,2020-03-17,58,216
overview,United Kingdom,K02000001,2020-03-16,51,158
overview,United Kingdom,K02000001,2020-03-15,31,107
overview,United Kingdom,K02000001,2020-03-14,21,76
overview,United Kingdom,K02000001,2020-03-13,16,55
overview,United Kingdom,K02000001,2020-03-12,13,39
overview,United Kingdom,K02000001,2020-03-11,7,26
overview,United Kingdom,K02000001,2020-03-10,3,19
overview,United Kingdom,K02000001,2020-03-09,5,16
overview,United Kingdom,K02000001,2020-03-08,2,11
overview,United Kingdom,K02000001,2020-03-07,0,9
overview,United Kingdom,K02000001,2020-03-06,2,9
overview,United Kingdom,K02000001,2020-03-05,2,7
overview,United Kingdom,K02000001,2020-03-04,1,5
overview,United Kingdom,K02000001,2020-03-03,0,4
overview,United Kingdom,K02000001,2020-03-02,1,4
overview,United Kingdom,K02000001,2020-03-01,0,3
overview,United Kingdom,K02000001,2020-02-29,0,3
overview,United Kingdom,K02000001,2020-02-28,0,3
overview,United Kingdom,K02000001,2020-02-27,0,3
overview,United Kingdom,K02000001,2020-02-26,0,3
overview,United Kingdom,K02000001,2020-02-25,0,3
overview,United Kingdom,K02000001,2020-02-24,0,3
overview,United Kingdom,K02000001,2020-02-23,0,3
overview,United Kingdom,K02000001,2020-02-22,1,3
overview,United Kingdom,K02000001,2020-02-21,0,2
overview,United Kingdom,K02000001,2020-02-20,0,2
overview,United Kingdom,K02000001,2020-02-19,0,2
overview,United Kingdom,K02000001,2020-02-18,0,2
overview,United Kingdom,K02000001,2020-02-17,0,2
overview,United Kingdom,K02000001,2020-02-16,0,2
overview,United Kingdom,K02000001,2020-02-15,0,2
overview,United Kingdom,K02000001,2020-02-14,0,2
overview,United Kingdom,K02000001,2020-02-13,0,2
overview,United Kingdom,K02000001,2020-02-12,0,2
overview,United Kingdom,K02000001,2020-02-11,0,2
overview,United Kingdom,K02000001,2020-02-10,0,2
overview,United Kingdom,K02000001,2020-02-09,0,2
overview,United Kingdom,K02000001,2020-02-08,0,2
overview,United Kingdom,K02000001,2020-02-07,0,2
overview,United Kingdom,K02000001,2020-02-06,0,2
overview,United Kingdom,K02000001,2020-02-05,0,2
overview,United Kingdom,K02000001,2020-02-04,0,2
overview,United Kingdom,K02000001,2020-02-03,0,2
overview,United Kingdom,K02000001,2020-02-02,1,2
overview,United Kingdom,K02000001,2020-02-01,0,1
overview,United Kingdom,K02000001,2020-01-31,0,1
overview,United Kingdom,K02000001,2020-01-30,1,1
